Tweet ID,Username,User's ScreenName,User's Location,User's Description,User's Language,User's Followers,User's Friends,Tweet Creation Time,Tweet Text,Clean Tweet Text
1022565413467631616,Igloo,igloo4travel,"Trois-Rivi\xc3\xa8res, Qu\xc3\xa9bec","Igloo is The Ultimate Travel Pillow Set! Travel in comfort, arrive refreshed. Get yours today: https://t.co/aXRVSlHuYv \nSee you in the dream zone.\xf0\x9f\x98\xb4",fr,1154,423,2018-07-26 19:32:47,Will @AirCanada win its bid on @Aeroplan ? #Travel #Canada #Aircanada #Aeroplan #myIgloo #Igloo4Travel https://t.co/iYJF1iHpQO,Will win its bid on Travel Canada Aircanada Aeroplan myIgloo Igloo4Travel
1022552404309487617,David Cravinho,DavidCravinho,,,en,22,38,2018-07-26 18:41:05,"@AirCanada #aircanada Sitting in YYZ, 6 hours after scheduled take-off to LHR, waiting for a light to be fixed on b\xe2\x80\xa6 https://t.co/e3NfNgAsos",aircanada Sitting in YYZ 6 hours after scheduled take off to LHR waiting for a light to be fixed on b xe2 x80 xa6
1022548804086554626,\xe3\x81\xa6\xe3\x81\xa3\xe3\x81\xba\xe3\x83\xbc,teppei_otsuki,\xe5\xa2\xa8\xe7\x94\xb0\xe5\x8c\xba,\xe8\xb5\xb0\xe3\x81\xa3\xe3\x81\xa6\xe9\xa3\xb2\xe3\x82\x93\xe3\x81\xa0\xe3\x82\x8a\xe3\x80\x81\xe6\xa0\xbc\xe9\x97\x98\xe6\x8a\x80\xe3\x81\x97\xe3\x81\xa6\xe9\xa3\xb2\xe3\x82\x93\xe3\x81\xa0\xe3\x82\x8a\xe3\x80\x81\xe3\x83\x93\xe3\x83\xbc\xe3\x83\xab\xe5\xa5\xbd\xe3\x81\x8d\xe3\x81\xaa\xe3\x81\xbf\xe3\x81\x9a\xe3\x81\x8c\xe3\x82\x81\xe5\xba\xa7\xe7\x94\xb7\xe5\xad\x90\xe3\x80\x82,ja,98,98,2018-07-26 18:26:47,coffee break! #starbucks #vancouver #aircanada https://t.co/KXFKEDRAeI,coffee break starbucks vancouver aircanada
1022546478919819265,TravelPulse Canada,TravelPulseCA,Canada,"Travel industry news, videos and info on cruises,resorts, tours, airlines, destinations.",en,876,974,2018-07-26 18:17:33,An update to the story we brought first to you yesterday: https://t.co/oM7NBhbhkv @aircanada @aeroplan\xe2\x80\xa6 https://t.co/QMiOW7JGLJ,An update to the story we brought first to you yesterday xe2 x80 xa6
1022535454623707137,James Warne,jwarne007,"Montreal, Canada","Montreal based husband, father and fanatic for anything on two wheels that does not require an engine. Keep pedalling.",en,265,2017,2018-07-26 17:33:44,Now the game of standby begins. \n.\n.\n.\n.\n#yyz #pearsonairport #toronto #flying #airport #aircanada @ Toronto Pearso\xe2\x80\xa6 https://t.co/EZAQsWlnmG,Now the game of standby begins n n n n n yyz pearsonairport toronto flying airport aircanada Toronto Pearso xe2 x80 xa6
1022523600203657217,PlaneSpottingIsCool,PlaneSpotIsCool,Worldwide,We call upon the aviation industry and aviation enthusiasts of the world to stand up and #MakePlanespottingCoolAgain. This message is endorsed by @PlaySkyjacker,en,2370,4743,2018-07-26 16:46:38,RT @justplanes: \xe2\x9c\x88\xef\xb8\x8f Air Canada Boeing 777-300ER into Frankfurt\n\xf0\x9f\x8e\xa5 FULL VIDEO \xf0\x9f\x94\x9b https://t.co/S2pMg9BcLu\n\n#avgeek #aircanada #frankfurt https:/\xe2\x80\xa6,RT xe2 x9c x88 xef xb8 x8f Air Canada Boeing 777 300ER into Frankfurt n xf0 x9f x8e xa5 FULL VIDEO xf0 x9f x94 x9b aircanada frankfurt https xe2 x80 xa6
1022523513519976450,M.Roziqin,_mroziqin,"Jember, Jawa Timur",Civil Engineer \xf0\x9f\x91\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f,en,6,35,2018-07-26 16:46:17,RT @justplanes: \xe2\x9c\x88\xef\xb8\x8f Air Canada Boeing 777-300ER into Frankfurt\n\xf0\x9f\x8e\xa5 FULL VIDEO \xf0\x9f\x94\x9b https://t.co/S2pMg9BcLu\n\n#avgeek #aircanada #frankfurt https:/\xe2\x80\xa6,RT xe2 x9c x88 xef xb8 x8f Air Canada Boeing 777 300ER into Frankfurt n xf0 x9f x8e xa5 FULL VIDEO xf0 x9f x94 x9b aircanada frankfurt https xe2 x80 xa6
1022511927770206208,Peter Lopez,petersvault,Los Angeles,"Father, husband, entrepreneur, and avid student of Life.  The world is my classroom...",en,869,1425,2018-07-26 16:00:15,"On the way home...\n.\n.\n.\n#landing #flight #sunset ##aircanada #travel #lasunset @ Los Angeles, California https://t.co/pjG0NxE0Gs",On the way home n n n n landing flight sunset aircanada travel lasunset Los Angeles California
1022502030647205888,Candace Daniel,CDanielGlobal,candace.daniel@globalnews.ca,"Global News Morning Anchor/Weather Specialist  @CDanielGlobal Born in Toronto, living in Regina",en,1287,1552,2018-07-26 15:20:55,Heads up! Flights delayed in and out of Toronto! AC1114 to #yyz delayed til 11:20 am and AC1113 from yyz delayed ti\xe2\x80\xa6 https://t.co/BncJk1pOWf,Heads up Flights delayed in and out of Toronto AC1114 to yyz delayed til 11 20 am and AC1113 from yyz delayed ti xe2 x80 xa6
1022497623159144448,Trillmatic.com,BeenTrillmatic,Texas,Somewhere in between the rich x famous & the starving artists! https://t.co/sovpJR5opJ | Podcast: https://t.co/HixRUxn598 Hosted by @BiggUU254 & @Riffa254,en,3524,2335,2018-07-26 15:03:25,Stream #Montreal rapper @scholarthethird's new EP #AirCanada https://t.co/VlWoZw3VXe https://t.co/tSAPMS2ZNd,Stream Montreal rapper s new EP AirCanada
1022494277895520257,Olivia,Olivia38917476,"Ontario, Canada",,en,0,2,2018-07-26 14:50:07,"RT @XGuoforWaterloo: Wating to board the #aircanada . The Forbidden City is a palace complex in central Beijing, China. The former Chinese\xe2\x80\xa6",RT Wating to board the aircanada The Forbidden City is a palace complex in central Beijing China The former Chinese xe2 x80 xa6
1022494208421068801,Ms. Sto\xcc\xb7rm\xe2\x9d\xa3\xef\xb8\x8f,EuphoriaStorm,"Ottawa, Ontario",Overtaxed Canadian citizen \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6\n\n\n\n\n\n\n                                                       No DMs please,en,374,317,2018-07-26 14:49:50,Flight 8845 from YOW to Newark. Sitting on tarmac due to possible air intake at wheels. Shouldn't these aircrafts b\xe2\x80\xa6 https://t.co/ZanHoUWvWP,Flight 8845 from YOW to Newark Sitting on tarmac due to possible air intake at wheels Shouldn t these aircrafts b xe2 x80 xa6
1022484908474658866,Bo Zhang,BoZhang07883420,,Xiaoming Guo lives in Kitchener and is a candidate of Waterloo Region District School Board Trustee. Please #VoteGuo for the future of our students and Waterloo,en,1,3,2018-07-26 14:12:53,"RT @XGuoforWaterloo: Wating to board the #aircanada . The Forbidden City is a palace complex in central Beijing, China. The former Chinese\xe2\x80\xa6",RT Wating to board the aircanada The Forbidden City is a palace complex in central Beijing China The former Chinese xe2 x80 xa6
1022484813591273473,SportsVolt,SportsVolt,,The world of Sports and Recreation - Let the game begin!,en,48,118,2018-07-26 14:12:31,41-year-old Vince Carter is headed to the Atlanta Hawks on a one-year deal.\n.\n.\n.\n.\n.\n#vincecarter #vc #vinsanity\xe2\x80\xa6 https://t.co/od0c4jMYAC,41 year old Vince Carter is headed to the Atlanta Hawks on a one year deal n n n n n n vincecarter vc vinsanity xe2 x80 xa6
1022478886653882370,Barry,Barry69104159,,,en,165,2,2018-07-26 13:48:57,RT @gilmorepartners: Dare we call Air Canada savvy? Air Canada unveils hostile bid to buy back Aeroplan - https://t.co/Q6sjokyj02 #aircanad\xe2\x80\xa6,RT Dare we call Air Canada savvy Air Canada unveils hostile bid to buy back Aeroplan aircanad xe2 x80 xa6
1022478766621315072,Gilmore | Partners,gilmorepartners,"Toronto, Canada","Established in 1985, Gilmore Partners is one of Toronto\xe2\x80\x99s premier human capital management firms,  bringing together top notch talent and top notch clients.",en,350,430,2018-07-26 13:48:29,Dare we call Air Canada savvy? Air Canada unveils hostile bid to buy back Aeroplan - https://t.co/Q6sjokyj02\xe2\x80\xa6 https://t.co/R49TMgCX8m,Dare we call Air Canada savvy Air Canada unveils hostile bid to buy back Aeroplan
1022471951963578368,Pardis,PardisAnvari,,Contributor at Iranian Business Forum...,en-gb,43,198,2018-07-26 13:21:24,@AirCanada this is not a good enough answer to me. No one has contacted me nor gives me a straight answer where my\xe2\x80\xa6 https://t.co/1mG5WrANBC,this is not a good enough answer to me No one has contacted me nor gives me a straight answer where my xe2 x80 xa6
1022462777393172481,Nancy Modrcin,DorsayMod,"Toronto, Canada",Brand Builder. Start-up Supporter. Hobby Photographer. All opinions are my own.,en,449,476,2018-07-26 12:44:57,#AirCanada makes move to buy back #Aeroplan. #Loyalty #Marketing #Data  https://t.co/GDNur0ks2S,AirCanada makes move to buy back Aeroplan Loyalty Marketing Data
1022458352104824832,Folk's Cards,folkscards,,Handcrafted custom basketball cards and autographs\n(Cards de basket caseros firmados),en,519,1816,2018-07-26 12:27:22,Vince Carter signs with @atlhawks for his 21st playing season. Congratulations and good luck @mrvincecarter15!\xe2\x80\xa6 https://t.co/PEW9a2XU1d,Vince Carter signs with for his 21st playing season Congratulations and good luck xe2 x80 xa6
1022455317710364673,Suzie Davidson,FunkySuz,"Hamilton, ON, Canada","I work at Amex GBT, I love to travel \xe2\x9c\x88\xf0\x9f\x9b\xa9\xf0\x9f\x9a\x85\xf0\x9f\x97\xba My family have my \xe2\x9d\xa4. Judge less, accept more... it's the key to happiness!  British expat in Canada \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6",en,90,417,2018-07-26 12:15:18,RT @RosalbaP_AC: Congratulations @AmexCanada TLS for once again earning COE status with  #AirCanada.  We truly appreciate your support and\xe2\x80\xa6,RT AC Congratulations TLS for once again earning COE status with AirCanada We truly appreciate your support and xe2 x80 xa6
1022453945975877635,Amadi #TheLight \xe2\x98\x80\xef\xb8\x8fout NOW!!,IrishThePen,ATL - Otown - LA\xe2\x98\x98,#BeatJUUG \xe2\x9c\x8d\xf0\x9f\x8f\xbb Vh1 | MTV | WildN\xe2\x80\x99Out | Fox Sports South | Peer Music | Sony Music | B.o.B | Brian Angel (Day26) | Amadi | FHB | JT Money | Lil Wyte | Frayser Boy,en,3953,703,2018-07-26 12:09:51,Wow. #AirCanada\xf0\x9f\x92\xba\xe2\x80\x99s are ridiculously tight.\xf0\x9f\x98\xb3,Wow AirCanada xf0 x9f x92 xba xe2 x80 x99s are ridiculously tight xf0 x9f x98 xb3
1022453310845083648,Lexley Deus,LexleyDeus24,"Toronto, Ontario",All Glory & Honour to Him | Ryerson OHS Graduate | Struggles Are Our Greatest Blessing,en,110,258,2018-07-26 12:07:20,big props to the crew of AC7564 for a great flight! awesome service and beautiful landing in #yul #aircanada #acexpress,big props to the crew of AC7564 for a great flight awesome service and beautiful landing in yul aircanada acexpress
1022451854699970561,Unifor 2002,Unifor2002,Canada,"Local 2002. Representing over 10,000 members coast to coast to coast https://t.co/2M3Ssfqq2H | #unifor #unifor2002 #canlab #savelocalnews",en,1601,1825,2018-07-26 12:01:33,#AirCanada and Banks bid for #Aeroplan https://t.co/lffFXftY19,AirCanada and Banks bid for Aeroplan
1022444461287268352,Xiaoming Guo,XGuoforWaterloo,"Kitchener, Ontario",Xiaoming Guo lives in Kitchener and is a candidate of Waterloo Region District School Board Trustee. Please vote him for the future of our students and Waterloo,en,131,289,2018-07-26 11:32:10,"Wating to board the #aircanada . The Forbidden City is a palace complex in central Beijing, China. The former Chine\xe2\x80\xa6 https://t.co/QOVjtySv3Q",Wating to board the aircanada The Forbidden City is a palace complex in central Beijing China The former Chine xe2 x80 xa6
1022441491883610112,Gabi Kool,Gabi_Kool,"Venice, Riga","CEO QIX: Building the world\xe2\x80\x99s preferred Digital Currency for IoT solutions for Smart Cities. Columnist Forbes Latvia. Love Italy, cooking and baseball",en,492,487,2018-07-26 11:20:22,Will be interesting to see how hostile bid for #Aimia by #aircanada and their consortium will turn out. Lost shareh\xe2\x80\xa6 https://t.co/CdTdEW6VKe,Will be interesting to see how hostile bid for Aimia by aircanada and their consortium will turn out Lost shareh xe2 x80 xa6
1022433776788492288,Joe,JoeyMar101,Halifax,Love @zoeylynn916\nLove music\nLove movies,en,146,655,2018-07-26 10:49:42,Air Canada-led group seeks to buy Aeroplan business in $2.25B offer to Aimia https://t.co/lkHKvjNAYx #aircanada\xe2\x80\xa6 https://t.co/9OkeyYDZkl,Air Canada led group seeks to buy Aeroplan business in 2 25B offer to Aimia aircanada xe2 x80 xa6
1022431585101115392,Chris,GayMtl,"Montreal, QC \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6",Canadian\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 Armenian\xf0\x9f\x87\xa6\xf0\x9f\x87\xb2/Italian\xf0\x9f\x87\xae\xf0\x9f\x87\xb9 & bf is @Irish_Dude68\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 IG: gaymtl/SC: gaymtl2005 @CHOM977 listenn' since Mar/Apr '77/fan of: @StockBar @WWE @JohnCena,en,733,5002,2018-07-26 10:41:00,"RT @YourMorning: A stunning change in direction from #AirCanada. Just a year after it parted ways with the loyalty program #Aeroplan, the a\xe2\x80\xa6",RT A stunning change in direction from AirCanada Just a year after it parted ways with the loyalty program Aeroplan the a xe2 x80 xa6
1022430857674612737,David Hamer,DavidHamer_1951,"Toronto,  Canada","Happily retired after 35 years at the Bar. Husband, Dad, and Grandfather. (Ontario & Merton, 1974)",en,446,395,2018-07-26 10:38:06,"Classic Air Canada: \xe2\x80\x9cWe\xe2\x80\x99re not happy til you\xe2\x80\x99re not happy.\xe2\x80\x9d \nSpin off your loyalty card to the investing public, th\xe2\x80\xa6 https://t.co/qaEptCmRUb",Classic Air Canada xe2 x80 x9cWe xe2 x80 x99re not happy til you xe2 x80 x99re not happy xe2 x80 x9d nSpin off your loyalty card to the investing public th xe2 x80 xa6
1022429803972947968,CanadaPointsGuy,canadapointsguy,"Toronto, Ontario",Travel the world on points and miles preferably in business and first class and breaking deals on fares.,en,1507,2643,2018-07-26 10:33:55,Now thats an interesting development....\n#Aeroplan #AirCanada #CanadaPointsGuy\nAir Canada group seeks to buy Aeropl\xe2\x80\xa6 https://t.co/o7fo7UmnMF,Now thats an interesting development n Aeroplan AirCanada CanadaPointsGuy nAir Canada group seeks to buy Aeropl xe2 x80 xa6
1022429096326967297,Your Morning,YourMorning,Canada,"Wake up with Your Morning on CTV and @AnneMarieAMK, @BenMulroney, @melissagrelo, @LindseyDeluce, @KelseyMcEwen, @brandongonez , @PriyaSamCTV",en,13406,1862,2018-07-26 10:31:07,A stunning change in direction from #AirCanada. Just a year after it parted ways with the loyalty program #Aeroplan\xe2\x80\xa6 https://t.co/4DQj6H1nO1,A stunning change in direction from AirCanada Just a year after it parted ways with the loyalty program Aeroplan xe2 x80 xa6
1022427228498481152,USA Sport24,USASport24,,Official Twitter account USA Sport24,it,2881,60,2018-07-26 10:23:41,RT @DouglasHoltzman: Sources: Hawks add Vince Carter for 21st year https://t.co/yc6LXbIXtf @espn @NBA @ATLHawks @mrvincecarter15 #sportsbiz\xe2\x80\xa6,RT Sources Hawks add Vince Carter for 21st year sportsbiz xe2 x80 xa6
1022427071841296384,Douglas Holtzman,DouglasHoltzman,Atlanta,CURRENT: VP Business Development @sportsdigita PAST: @NFL @MLB @NBA @IMG @AFLarenaball @MediaBrokersInt @ONtracapp ALUM: #Kansas #NIU INTEREST: #sportsbiz #tech,en,1663,3019,2018-07-26 10:23:04,Sources: Hawks add Vince Carter for 21st year https://t.co/yc6LXbIXtf @espn @NBA @ATLHawks @mrvincecarter15\xe2\x80\xa6 https://t.co/uzUQZMCcKC,Sources Hawks add Vince Carter for 21st year xe2 x80 xa6
1022339526008741888,Keshia,keshabbott,"Texas, USA","Lover of animals, travel, sleep, music and movies. Marketing Professional. Newfie in Texas \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6",en,147,1116,2018-07-26 04:35:11,"@AirCanada Publicly respond to show face but once you get the DM you just ignore? Class act @AirCanada , your custo\xe2\x80\xa6 https://t.co/MIsi7NMvsK",Publicly respond to show face but once you get the DM you just ignore Class act your custo xe2 x80 xa6
1022319751719251969,Master Splinter,itschuco,"Upper West Side, Nueva York","Life Changes, Friends Don't.\nMVA 2003 Funniest \xf0\x9f\x91\xa6\xf0\x9f\x8f\xbb award winner.\nIG: Itschucoart \xf0\x9f\x8e\xa8",en,280,775,2018-07-26 03:16:37,@RonBurrgundy The better retire his fucking Jersey #Vinsanity #AirCanada @Raptors,The better retire his fucking Jersey Vinsanity AirCanada
1022316766536421376,Marco Matern,MarcoUROCK,"Seattle, WA",Dutch/Canadian gal in the USofA. 'Communication Specialist motivating industry professionals to business excellence worldwide',en,1080,1488,2018-07-26 03:04:45,#AirCanada confirms a new #PointsProgram in 2020 https://t.co/IBIqxA0XdC,AirCanada confirms a new PointsProgram in 2020
1022311955959361537,Smiley Face Potato,SmileyTater,,,en,11,47,2018-07-26 02:45:38,"Just heard about the #aircanada &amp; #aeroplan merger. #Aimia , will you accept the proposal? Give us answers.\xe2\x80\xa6 https://t.co/ODIvViQsKz",Just heard about the aircanada amp aeroplan merger Aimia will you accept the proposal Give us answers xe2 x80 xa6
1022311163856650240,Luba Kheir,Luba_Mira,Australia,,en,50,104,2018-07-26 02:42:29,Just heard about the #Aeroplan proposal  #aircanada &amp; #aimia merger #showustheproposal #whensthedeadline #weneedanswers,Just heard about the Aeroplan proposal aircanada amp aimia merger showustheproposal whensthedeadline weneedanswers
1022304953505902592,Rene Welsh,RationMinds78,Canada,Creator and co-host of The North American Talk Box with @jinglebeau4.  Co-admin of @TheJanesFam Twitter account with @ChronicalyCarly.,en,228,505,2018-07-26 02:17:49,So no coming home party to @Raptors for #AirCanada? https://t.co/uZ8jdAb9rr,So no coming home party to for AirCanada
1022290283973640192,Bria Stone,br_stone,Canadian. Living in Cali.,\xe2\x80\x9cyou are allowed to be both a masterpiece and a work in progress simultaneously\xe2\x80\x9d Sophia Bush. IG: Br_stone,en,237,853,2018-07-26 01:19:31,When I\xe2\x80\x99ve been on hold for 30 Minutes with @AirCanada ..... after saying it was a 10 minute wait. \nNOT COOL GUYS\xe2\x80\xa6 https://t.co/5sMILrAoy7,When I xe2 x80 x99ve been on hold for 30 Minutes with after saying it was a 10 minute wait nNOT COOL GUYS xe2 x80 xa6
